year,Rank,Name,No. of FTE students,No. of students per staff,International students,Female:Male ratio,rank_prefix
2022,601–800,Worcester Polytechnic Institute,"5,982",12.9,19%,37 : 63,
2022,601–800,University of Wuppertal,"15,834",40.4,11%,54 : 46,
2022,601–800,University of Wyoming,"10,787",14.7,6%,50 : 50,
2022,601–800,Xi’an Jiaotong-Liverpool University,"12,566",19.6,7%,53 : 47,
2022,601–800,Zayed University,"7,844",14.9,2%,89 : 11,
2022,801–1000,University of the Aegean,"19,954",60.7,1%,56 : 44,
2022,801–1000,"University of Agriculture, Faisalabad","26,990",38.8,0%,44 : 56,
2022,801–1000,Al-Balqa Applied University,"29,814",30.6,6%,59 : 41,
2022,801–1000,University of Algarve,"8,264",13.7,21%,57 : 43,
2022,801–1000,Aligarh Muslim University,"22,215",13.8,2%,36 : 64,
2022,801–1000,Amedeo Avogadro University of Eastern Piedmont,"13,677",36.9,7%,62 : 38,
2022,801–1000,American University in Cairo,"5,904",14.0,5%,56 : 44,
2022,801–1000,American University of Sharjah,"4,476",11.7,77%,53 : 47,
2022,801–1000,Amrita Vishwa Vidyapeetham,"14,994",11.4,10%,,
2022,801–1000,"University of the Andes, Colombia","15,280",12.6,2%,45 : 55,
2022,801–1000,Anna University,"14,966",17.2,1%,45 : 55,
2022,801–1000,Arts et Métiers,"6,018",16.0,17%,19 : 81,
2022,801–1000,Athens University of Economics and Business,"9,180",47.6,5%,45 : 55,
2022,801–1000,University of Aveiro,"12,068",14.8,10%,53 : 47,
2022,801–1000,Bahçeşehir University,"17,859",46.3,17%,52 : 48,
2022,801–1000,University of the Basque Country,"42,869",15.1,5%,54 : 46,
2022,801–1000,Bauman Moscow State Technical University,"18,011",6.5,13%,34 : 66,
2022,801–1000,Baylor University,"18,242",15.6,7%,59 : 41,
2022,801–1000,University of Bedfordshire,"10,425",21.9,48%,61 : 39,
2022,801–1000,University of Belgrade,"94,316",19.1,5%,62 : 38,
2022,801–1000,Ben-Gurion University of the Negev,"16,252",20.2,2%,52 : 48,
2022,801–1000,Benha University,"115,000",22.2,4%,39 : 61,
2022,801–1000,Beni-Suef University,"80,402",29.0,1%,47 : 53,
2022,801–1000,Bharathiar University,"3,698",14.6,0%,67 : 33,
2022,801–1000,"Birla Institute of Technology and Science, Pilani","14,849",17.5,2%,19 : 81,
2022,801–1000,Boğaziçi University,"13,108",23.6,3%,46 : 54,
2022,801–1000,Carlos III University of Madrid,"17,820",11.1,16%,45 : 55,
2022,801–1000,University of Lancashire,"17,645",13.4,20%,59 : 41,
2022,801–1000,Central Queensland University,"16,886",21.1,37%,53 : 47,
2022,801–1000,Chang Gung University,"7,232",12.4,6%,49 : 51,
2022,801–1000,Chapman University,"9,060",12.7,7%,61 : 39,
2022,801–1000,Charles Sturt University,"23,264",23.1,27%,57 : 43,
2022,801–1000,University of Chile,"37,264",15.4,5%,49 : 51,
2022,801–1000,"China University of Geosciences, Beijing","16,408",14.7,1%,36 : 64,
2022,801–1000,"China University of Geosciences, Wuhan","29,999",16.0,4%,,
2022,801–1000,China University of Mining and Technology,"49,032",19.0,2%,34 : 66,
2022,801–1000,"China University of Petroleum, Beijing","16,139",16.5,6%,,
2022,801–1000,Chulalongkorn University,"34,719",11.1,3%,59 : 41,
2022,801–1000,Clarkson University,"4,466",15.7,10%,35 : 65,
2022,801–1000,Clemson University,"22,785",16.0,7%,48 : 52,
2022,801–1000,University of Clermont Auvergne,"35,613",20.5,14%,56 : 44,
2022,801–1000,University of Colombo,"30,227",31.1,0%,65 : 35,
2022,801–1000,COMSATS University Islamabad,"35,851",14.2,1%,32 : 68,
2022,801–1000,University of Córdoba,"17,605",14.6,9%,57 : 43,
2022,801–1000,Creighton University,"8,749",13.5,4%,59 : 41,
2022,801–1000,University of Debrecen,"28,593",16.8,22%,55 : 45,
2022,801–1000,University of Delhi,"25,543",23.4,1%,47 : 53,
2022,801–1000,University of Dhaka,"207,118",16.5,3%,48 : 52,
2022,801–1000,Donghua University,"22,434",14.4,6%,45 : 55,
2022,801–1000,East China University of Science and Technology,"27,720",16.5,2%,38 : 62,
2022,801–1000,University of East London,"10,770",19.4,36%,62 : 38,
2022,801–1000,École Centrale de Lyon,"2,088",15.2,24%,25 : 75,
2022,801–1000,Edge Hill University,"11,150",14.6,6%,69 : 31,
2022,801–1000,Estonian University of Life Sciences,"2,285",6.5,13%,56 : 44,
2022,801–1000,European University of Madrid,"10,576",10.6,32%,49 : 51,
2022,801–1000,Universidade Federal de Santa Catarina,"38,086",15.6,3%,51 : 49,
2022,801–1000,Universidade Federal de São Paulo (UNIFESP),"18,588",9.9,1%,59 : 41,
2022,801–1000,Florida Agricultural and Mechanical University,"9,667",18.1,1%,66 : 34,
2022,801–1000,Florida Atlantic University,"25,416",19.2,9%,58 : 42,
2022,801–1000,Florida Institute of Technology,"5,400",15.6,30%,35 : 65,
2022,801–1000,University of Foggia,"10,702",32.6,1%,63 : 37,
2022,801–1000,University of Fortaleza (UNIFOR),"20,775",17.5,0%,54 : 46,
2022,801–1000,Fujita Health University,"3,112",3.2,1%,56 : 44,
2022,801–1000,Fuzhou University,"37,509",15.8,1%,40 : 60,
2022,801–1000,Hiroshima University,"15,048",8.7,12%,38 : 62,
2022,801–1000,Reichman University,"7,601",14.9,26%,51 : 49,
2022,801–1000,Imam Abdulrahman Bin Faisal University,"24,510",8.2,3%,76 : 24,
2022,801–1000,"Indian Institute of Science Education and Research, Pune","1,440",10.7,0%,31 : 69,
2022,801–1000,Indian Institute of Science Education and Research Kolkata,"1,477",12.5,0%,26 : 74,
2022,801–1000,Indian Institute of Technology Patna,"1,810",14.4,0%,18 : 82,
2022,801–1000,University of Indonesia,"39,418",9.6,12%,65 : 35,
2022,801–1000,Universitat Internacional de Catalunya,"4,881",12.6,35%,62 : 38,
2022,801–1000,University of Ioannina,"23,134",35.9,4%,52 : 48,
2022,801–1000,Isfahan University of Medical Sciences,"10,497",10.7,3%,61 : 39,
2022,801–1000,Isfahan University of Technology,"10,400",22.9,1%,42 : 58,
2022,801–1000,Istanbul University-Cerrahpaşa,"26,680",24.1,5%,40 : 60,
2022,801–1000,Istanbul Medeniyet University,"8,661",11.0,2%,54 : 46,
2022,801–1000,Iuliu Haţieganu University of Medicine and Pharmacy Cluj-Napoca,"7,880",7.7,34%,66 : 34,
2022,801–1000,Jadavpur University,"12,967",21.3,1%,32 : 68,
2022,801–1000,University of Jaén,"14,241",16.9,8%,57 : 43,
2022,801–1000,Jaume I University,"11,745",14.9,10%,59 : 41,
2022,801–1000,Jiangsu University,"35,947",9.5,6%,42 : 58,
2022,801–1000,Jiangsu Normal University,"23,006",14.1,2%,,
2022,801–1000,The Jikei University School of Medicine,"1,098",0.9,0%,45 : 55,
2022,801–1000,The University of Jordan,"30,062",13.7,17%,67 : 33,
2022,801–1000,Juntendo University,"5,468",4.3,3%,55 : 45,
2022,801–1000,Kalasalingam Academy of Research and Education,"7,015",8.8,0%,41 : 59,
2022,801–1000,Kansas State University,"20,529",13.2,8%,50 : 50,
2022,801–1000,Karlstad University,"8,985",13.3,%,62 : 38,
2022,801–1000,Kazan Federal University,"22,587",10.2,30%,75 : 25,
2022,801–1000,Kent State University,"23,092",18.3,6%,61 : 39,
2022,801–1000,KIIT University,"24,680",12.6,5%,49 : 51,
2022,801–1000,Kindai University,"33,370",14.6,2%,32 : 68,
2022,801–1000,King Khalid University,"39,668",8.9,9%,54 : 46,
2022,801–1000,King Mongkut’s University of Technology Thonburi,"15,348",19.8,2%,47 : 53,
2022,801–1000,King Saud bin Abdulaziz University for Health Sciences,"12,652",12.1,0%,52 : 48,
2022,801–1000,Kingston University,"14,275",18.4,39%,59 : 41,
2022,801–1000,Kurume University,"4,997",8.4,2%,,
2022,801–1000,Kuwait University,"37,104",22.6,14%,75 : 25,
2022,801–1000,Lahore University of Management Sciences,"4,228",14.4,1%,42 : 58,
2022,801–1000,Lakehead University,"8,254",24.9,18%,54 : 46,
2022,801–1000,Lebanese American University,"7,425",10.4,18%,51 : 49,
2022,801–1000,Leeds Beckett University,"18,640",19.3,12%,54 : 46,
2022,801–1000,Montanuniversität Leoben,"2,643",4.8,14%,23 : 77,
2022,801–1000,University of Ljubljana,"37,874",13.3,7%,60 : 40,
2022,801–1000,University of Lleida,"9,161",15.5,9%,60 : 40,
2022,801–1000,London South Bank University,"12,145",16.4,33%,57 : 43,
2022,801–1000,University of Malta,"10,137",11.3,10%,59 : 41,
2022,801–1000,University of Maragheh,"3,085",20.7,0%,53 : 47,
2022,801–1000,Marquette University,"10,811",12.3,3%,55 : 45,
2022,801–1000,Masaryk University,"30,485",18.6,23%,62 : 38,
2022,801–1000,University of Memphis,"16,109",13.9,3%,59 : 41,
2022,801–1000,Menoufia University,"79,591",25.9,1%,52 : 48,
2022,801–1000,Metropolitan Autonomous University,"59,705",20.8,0%,49 : 51,
2022,801–1000,Miguel Hernández University of Elche,"12,159",17.5,6%,48 : 52,
2022,801–1000,University of Minho,"19,246",19.0,15%,55 : 45,
2022,801–1000,University of Namur,"6,727",20.2,12%,56 : 44,
2022,801–1000,Nanjing University of Information Science and Technology,"29,088",16.9,4%,,
2022,801–1000,Nanjing Normal University,"30,317",12.6,4%,69 : 31,
2022,801–1000,Nanjing Tech University,"36,816",13.8,3%,,
2022,801–1000,National Autonomous University of Mexico,"167,254",16.8,7%,51 : 49,
2022,801–1000,National Institute of Technology Rourkela,"6,757",17.4,5%,15 : 85,
2022,801–1000,National University of Sciences and Technology,"11,375",8.9,5%,33 : 67,
2022,801–1000,National Sun Yat-Sen University,"7,991",12.6,10%,40 : 60,
2022,801–1000,National Technical University of Athens,"13,309",18.9,6%,36 : 64,
2022,801–1000,National Institute of Technology Silchar,"3,494",12.8,1%,16 : 84,
2022,801–1000,Near East University,"20,147",18.7,86%,44 : 56,
2022,801–1000,"University of Nevada, Las Vegas","26,176",22.9,4%,57 : 43,
2022,801–1000,The New School,"10,379",10.5,35%,72 : 28,
2022,801–1000,New Mexico State University (Main campus),"12,401",16.0,6%,56 : 44,
2022,801–1000,Niigata University,"12,061",7.8,3%,38 : 62,
2022,801–1000,Normandy University,"68,075",21.8,12%,56 : 44,
2022,801–1000,University of North Carolina at Charlotte,"27,133",19.9,7%,48 : 52,
2022,801–1000,University of North Carolina at Greensboro,"18,077",19.4,4%,71 : 29,
2022,801–1000,"Northeastern University, China","38,205",14.7,2%,,
2022,801–1000,Northeast Normal University,"30,340",18.8,5%,70 : 30,
2022,801–1000,University of Northern British Columbia (UNBC),"2,918",14.8,9%,62 : 38,
2022,801–1000,NorthWest A&F University,"29,511",14.5,1%,49 : 51,
2022,801–1000,Novosibirsk State University,"7,008",6.5,20%,,
2022,801–1000,Old Dominion University,"18,713",17.9,3%,56 : 44,
2022,801–1000,University of Oviedo,"20,844",12.9,3%,54 : 46,
2022,801–1000,Palacký University Olomouc,"17,818",14.2,13%,69 : 31,
2022,801–1000,University of Patras,"25,870",27.2,5%,44 : 56,
2022,801–1000,University of Pécs,"17,223",11.4,24%,57 : 43,
2022,801–1000,Universiti Pendidikan Sultan Idris,"6,312",10.5,16%,52 : 48,
2022,801–1000,Polytechnic University of Valencia,"22,562",10.8,16%,42 : 58,
2022,801–1000,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),"14,332",20.7,3%,50 : 50,
2022,801–1000,Pontifical Catholic University of Rio Grande do Sul (PUCRS),"15,149",22.1,1%,42 : 58,
2022,801–1000,Portland State University,"19,576",18.3,7%,56 : 44,
2022,801–1000,Pusan National University,"21,447",16.5,5%,44 : 56,
2022,801–1000,Qingdao University,"44,244",17.7,1%,55 : 45,
2022,801–1000,University of Rennes 1,"29,058",18.8,12%,52 : 48,
2022,801–1000,Rochester Institute of Technology,"14,383",15.6,17%,35 : 65,
2022,801–1000,University of Roehampton,"7,670",15.8,31%,70 : 30,
2022,801–1000,Toronto Metropolitan University,"35,543",42.5,7%,55 : 45,
2022,801–1000,University of Salamanca,"28,269",17.3,18%,60 : 40,
2022,801–1000,University of Salento,"13,085",22.4,1%,62 : 38,
2022,801–1000,University of Salford,"17,450",18.7,19%,54 : 46,
2022,801–1000,Universidad San Francisco de Quito,"8,466",10.6,4%,51 : 49,
2022,801–1000,University of Santiago de Compostela,"24,795",14.9,9%,61 : 39,
2022,801–1000,Savitribai Phule Pune University,"5,078",12.0,2%,46 : 54,
2022,801–1000,University of Science and Technology Beijing,"27,845",16.2,4%,36 : 64,
2022,801–1000,Shahid Beheshti University,"18,483",21.6,2%,51 : 49,
2022,801–1000,Shanghai University of Finance and Economics (SUFE),"16,012",15.3,4%,55 : 45,
2022,801–1000,Shantou University,"12,543",12.9,1%,48 : 52,
2022,801–1000,Sheffield Hallam University,"25,535",16.8,11%,55 : 45,
2022,801–1000,Shiraz University,"13,572",19.5,1%,53 : 47,
2022,801–1000,Shiraz University of Medical Sciences,"10,710",10.9,2%,57 : 43,
2022,801–1000,Sidi Mohamed Ben Abdellah University,"87,745",51.7,2%,48 : 52,
2022,801–1000,University of South Africa,"193,543",204.1,5%,71 : 29,
2022,801–1000,University of South Bohemia in České Budějovice,"8,952",14.1,6%,70 : 30,
2022,801–1000,South China Normal University,"30,027",16.6,4%,,
2022,801–1000,University of South Dakota,"7,669",17.9,3%,59 : 41,
2022,801–1000,South Valley University  (Egypt),"47,430",58.1,0%,61 : 39,
2022,801–1000,St Francis Xavier University,"4,387",17.3,6%,64 : 36,
2022,801–1000,Sultan Qaboos University,"6,755",7.4,4%,50 : 50,
2022,801–1000,Symbiosis International University,"17,363",12.9,11%,47 : 53,
2022,801–1000,University of Szeged,"19,108",12.1,21%,55 : 45,
2022,801–1000,Technical University of Crete,"6,875",31.3,4%,33 : 67,
2022,801–1000,Technical University of Madrid,"38,794",15.4,15%,32 : 68,
2022,801–1000,"University of Technology, Iraq","9,309",6.4,0%,47 : 53,
2022,801–1000,University of Tehran,"43,998",21.0,2%,45 : 55,
2022,801–1000,Teikyo University,"23,015",16.1,4%,36 : 64,
2022,801–1000,Universiti Tenaga Nasional (UNITEN),"5,644",13.0,8%,35 : 65,
2022,801–1000,University of Texas at El Paso,"17,877",23.2,8%,53 : 47,
2022,801–1000,University of Texas Rio Grande Valley,"26,512",21.7,3%,59 : 41,
2022,801–1000,University of Thessaly,"18,036",30.1,2%,43 : 57,
2022,801–1000,Tomsk Polytechnic University,"8,794",9.2,28%,32 : 68,
2022,801–1000,University of Trás-os-Montes and Alto Douro,"6,687",11.5,6%,57 : 43,
2022,801–1000,Tribhuvan University,"428,485",31.4,0%,50 : 50,
2022,801–1000,Veltech University,"6,804",14.3,2%,16 : 84,
2022,801–1000,Vilnius University,"16,815",10.6,9%,65 : 35,
2022,801–1000,VIT University,"34,526",19.6,2%,26 : 74,
2022,801–1000,Waseda University,"47,565",14.9,12%,38 : 62,
2022,801–1000,University of Westminster,"16,145",20.7,50%,60 : 40,
2022,801–1000,Wuhan University of Technology,"53,791",14.6,3%,30 : 70,
2022,801–1000,Xidian University,"36,124",16.3,2%,27 : 73,
2022,801–1000,Yasouj University,"5,898",24.6,0%,52 : 48,
2022,801–1000,Yeungnam University,"19,589",14.8,5%,51 : 49,
2022,801–1000,Zagazig University,"147,705",22.4,2%,52 : 48,
2022,801–1000,Zewail City of Science and Technology,958,9.1,0%,37 : 63,
2022,801–1000,Zhejiang University of Finance and Economics,"16,519",19.8,3%,63 : 37,
2022,1001–1200,Acharya Nagarjuna University,"4,858",9.7,7%,37 : 63,
2022,1001–1200,University of A Coruña,"14,735",12.2,5%,52 : 48,
2022,1001–1200,"Adam Mickiewicz University, Poznań","33,714",19.9,4%,69 : 31,
2022,1001–1200,Aichi Medical University,"1,304",2.7,1%,58 : 42,
2022,1001–1200,Ain Shams University,"201,733",15.9,3%,56 : 44,
2022,1001–1200,Al-Azhar University,"376,303",34.2,5%,40 : 60,
2022,1001–1200,Alexandria University,"188,711",26.4,4%,54 : 46,
2022,1001–1200,University of Almería,"12,996",18.7,12%,55 : 45,
2022,1001–1200,"University of the Andes, Chile","9,254",18.9,2%,58 : 42,
2022,1001–1200,University of Antioquia,"37,141",21.2,0%,50 : 50,
2022,1001–1200,Assiut University,"92,965",17.8,1%,52 : 48,
2022,1001–1200,Atatürk University,"63,400",34.6,2%,49 : 51,
2022,1001–1200,Atılım University,"9,421",15.4,5%,41 : 59,
2022,1001–1200,Babeş-Bolyai University,"36,951",22.9,4%,67 : 33,
2022,1001–1200,Institut Teknologi Bandung,"18,239",12.0,2%,56 : 44,
2022,1001–1200,Bangladesh Agricultural University (BAU),"8,088",14.3,1%,44 : 56,
2022,1001–1200,Beijing Forestry University,"20,196",15.6,1%,65 : 35,
2022,1001–1200,Beijing Jiaotong University,"30,608",14.9,7%,39 : 61,
2022,1001–1200,Beijing University of Technology,"22,746",11.9,2%,41 : 59,
2022,1001–1200,Bezmiâlem Vakif University,"3,567",11.9,5%,72 : 28,
2022,1001–1200,Bowling Green State University,"15,268",16.2,4%,56 : 44,
2022,1001–1200,University of Brasília,"45,425",14.9,2%,51 : 49,
2022,1001–1200,University of Cadiz,"18,763",17.7,9%,56 : 44,
2022,1001–1200,Canterbury Christ Church University,"10,920",17.3,13%,69 : 31,
2022,1001–1200,Cardiff Metropolitan University,"9,060",18.3,20%,56 : 44,
2022,1001–1200,Technical University of Cartagena,"4,541",10.3,8%,27 : 73,
2022,1001–1200,University of Castilla-La Mancha,"21,735",12.4,7%,57 : 43,
2022,1001–1200,The Catholic University of Korea,"9,840",7.4,4%,60 : 40,
2022,1001–1200,Universidad Católica San Antonio de Murcia (UCAM),"10,828",19.7,12%,55 : 45,
2022,1001–1200,Central University of Finance and Economics,"16,066",14.4,4%,63 : 37,
2022,1001–1200,Chengdu University,"22,106",18.1,1%,55 : 45,
2022,1001–1200,Chiang Mai University,"33,357",14.1,3%,61 : 39,
2022,1001–1200,Chiba University,"13,868",10.0,5%,38 : 62,
2022,1001–1200,China University of Petroleum (East China),"25,206",15.0,2%,32 : 68,
2022,1001–1200,China Pharmaceutical University,"24,013",19.3,2%,68 : 32,
2022,1001–1200,Chonnam National University,"22,250",17.1,9%,48 : 52,
2022,1001–1200,Chungnam National University,"21,471",21.1,4%,46 : 54,
2022,1001–1200,Chung Yuan Christian University,"15,314",32.0,10%,45 : 55,
2022,1001–1200,Comenius University Bratislava,"21,008",9.7,13%,65 : 35,
2022,1001–1200,University of Concepción,"28,260",17.2,2%,52 : 48,
2022,1001–1200,Czech University of Life Sciences Prague (CZU),"17,460",17.1,21%,53 : 47,
2022,1001–1200,Czech Technical University in Prague,"17,410",10.0,20%,28 : 72,
2022,1001–1200,Dr B.R. Ambedkar National Institute of Technology Jalandhar,"3,980",20.7,0%,15 : 85,
2022,1001–1200,Duzce University,"21,597",35.9,3%,48 : 52,
2022,1001–1200,Universidade Estadual Paulista (Unesp),"40,396",14.5,3%,51 : 49,
2022,1001–1200,Fayoum University,"40,988",16.4,1%,64 : 36,
2022,1001–1200,Universidade Federal do ABC (UFABC),"17,325",23.3,1%,36 : 64,
2022,1001–1200,Federal University of Pelotas,"21,940",16.3,1%,56 : 44,
2022,1001–1200,Federal University of Rio de Janeiro,"53,721",13.7,2%,54 : 46,
2022,1001–1200,Federal University of São Carlos,"19,648",14.8,2%,49 : 51,
2022,1001–1200,Ferdowsi University of Mashhad,"23,747",29.7,8%,55 : 45,
2022,1001–1200,University of La Frontera,"11,018",26.2,1%,46 : 54,
2022,1001–1200,Fu Jen Catholic University,"18,375",24.2,7%,58 : 42,
2022,1001–1200,Gdańsk University of Technology,"13,778",18.4,5%,39 : 61,
2022,1001–1200,Georgia Southern University,"18,040",17.3,3%,57 : 43,
2022,1001–1200,University of Ghana,"43,877",26.7,1%,46 : 54,
2022,1001–1200,Guangxi University,"39,846",19.0,2%,47 : 53,
2022,1001–1200,University of Guilan,"17,460",35.2,2%,58 : 42,
2022,1001–1200,Guru Jambheshwar University of Science and Technology,"5,705",17.5,1%,41 : 59,
2022,1001–1200,Hamamatsu University School of Medicine,"1,207",3.7,2%,49 : 51,
2022,1001–1200,Université Polytechnique Hauts-de-France,"13,633",20.9,13%,46 : 54,
2022,1001–1200,Huaqiao University,"30,864",17.3,16%,47 : 53,
2022,1001–1200,Hyogo College of Medicine,931,2.2,1%,37 : 63,
2022,1001–1200,Ibn Tofaïl University,"49,037",72.4,2%,47 : 53,
2022,1001–1200,Technische Universität Ilmenau,"5,608",17.8,26%,28 : 72,
2022,1001–1200,Incheon National University,"13,457",17.5,3%,,
2022,1001–1200,Indian Institute of Technology Bhubaneswar,"1,778",12.7,0%,14 : 86,
2022,1001–1200,Indian Institute of Technology (Indian School of Mines) Dhanbad,"7,287",21.9,0%,15 : 85,
2022,1001–1200,Indian Institute of Science Education and Research Bhopal,"1,581",13.2,0%,33 : 67,
2022,1001–1200,Indian Institute of Technology Mandi,"1,367",10.4,1%,26 : 74,
2022,1001–1200,Inha University,"18,801",22.4,8%,42 : 58,
2022,1001–1200,The Islamia University of Bahawalpur,"29,156",24.3,0%,38 : 62,
2022,1001–1200,Istanbul University,"84,991",35.8,8%,50 : 50,
2022,1001–1200,Jamia Hamdard University,"9,138",18.8,4%,44 : 56,
2022,1001–1200,University of Jeddah,"23,342",12.1,2%,67 : 33,
2022,1001–1200,Jeonbuk National University,"20,488",20.1,6%,45 : 55,
2022,1001–1200,Jianghan University,"17,855",13.9,2%,55 : 45,
2022,1001–1200,Jilin University,"72,804",11.0,3%,47 : 53,
2022,1001–1200,Kanazawa University,"10,392",9.9,6%,37 : 63,
2022,1001–1200,Kaohsiung Medical University,"6,487",11.8,7%,58 : 42,
2022,1001–1200,Karabük University,"47,208",45.5,19%,40 : 60,
2022,1001–1200,Kharkiv National University of Radio Electronics,"7,670",10.9,10%,24 : 76,
2022,1001–1200,King Faisal University,"29,946",14.3,2%,62 : 38,
2022,1001–1200,King George’s Medical University,"3,083",7.2,0%,47 : 53,
2022,1001–1200,KL University,"17,201",14.9,2%,34 : 66,
2022,1001–1200,K.N. Toosi University of Technology,"7,140",23.5,1%,30 : 70,
2022,1001–1200,Kumamoto University,"9,935",8.0,8%,38 : 62,
2022,1001–1200,Kwame Nkrumah University of Science and Technology,"63,628",67.3,1%,44 : 56,
2022,1001–1200,Kyoto Prefectural University of Medicine,"1,358",3.4,1%,46 : 54,
2022,1001–1200,University of Lahore,"29,658",14.9,2%,36 : 64,
2022,1001–1200,University of Las Palmas de Gran Canaria,"17,823",18.2,8%,57 : 43,
2022,1001–1200,Lebanese University,"49,737",15.5,16%,70 : 30,
2022,1001–1200,University of León,"12,121",13.2,15%,53 : 47,
2022,1001–1200,Lorestan University,"8,700",26.0,1%,56 : 44,
2022,1001–1200,Lovely Professional University,"31,102",15.1,6%,23 : 77,
2022,1001–1200,University of Malaga,"35,860",12.3,7%,54 : 46,
2022,1001–1200,Universiti Malaysia Perlis,"11,084",10.7,5%,42 : 58,
2022,1001–1200,Manipal Academy of Higher Education,"22,337",9.0,12%,49 : 51,
2022,1001–1200,University of Manouba,"16,874",12.8,2%,67 : 33,
2022,1001–1200,University of Maribor,"11,732",13.2,7%,54 : 46,
2022,1001–1200,University of Mazandaran,"13,672",33.2,7%,61 : 39,
2022,1001–1200,Medical University of Bialystok,"5,284",12.7,7%,76 : 24,
2022,1001–1200,Medical University of Warsaw,"10,221",6.8,8%,72 : 28,
2022,1001–1200,Minia University,"76,018",18.7,1%,59 : 41,
2022,1001–1200,Mississippi State University,"28,074",19.6,3%,52 : 48,
2022,1001–1200,Morgan State University,"7,118",12.6,10%,56 : 44,
2022,1001–1200,University of Mumbai,"13,196",23.7,0%,44 : 56,
2022,1001–1200,University of Murcia,"27,067",15.9,8%,62 : 38,
2022,1001–1200,Nagasaki University,"8,877",6.7,6%,39 : 61,
2022,1001–1200,Nanjing University of Aeronautics and Astronautics,"30,713",15.7,3%,29 : 71,
2022,1001–1200,National Central University,"11,101",9.8,12%,34 : 66,
2022,1001–1200,National Chengchi University,"12,750",14.9,16%,56 : 44,
2022,1001–1200,National University of Colombia,"51,722",21.6,1%,38 : 62,
2022,1001–1200,National Dong Hwa University,"9,907",16.7,8%,52 : 48,
2022,1001–1200,"National Institute of Technology, Tiruchirappalli","6,188",15.0,8%,22 : 78,
2022,1001–1200,National University of San Martín,"15,964",15.8,5%,65 : 35,
2022,1001–1200,National Taipei University of Technology,"9,882",15.6,11%,28 : 72,
2022,1001–1200,National Yunlin University of Science and Technology,"9,199",22.4,6%,43 : 57,
2022,1001–1200,Nicolaus Copernicus University in Toruń,"23,157",15.3,3%,68 : 32,
2022,1001–1200,North China Electric Power University,"37,957",19.1,3%,36 : 64,
2022,1001–1200,Northwest University (China),"24,365",13.4,7%,55 : 45,
2022,1001–1200,Oakland University,"15,544",18.4,4%,57 : 43,
2022,1001–1200,Obuda University,"12,378",50.1,5%,19 : 81,
2022,1001–1200,Ocean University of China,"29,189",15.5,4%,54 : 46,
2022,1001–1200,Okayama University,"13,145",10.3,9%,40 : 60,
2022,1001–1200,Osmania University,"12,584",27.3,3%,39 : 61,
2022,1001–1200,Ozyegin University,"6,649",21.0,5%,43 : 57,
2022,1001–1200,Pavol Jozef Šafárik University in Košice,"7,198",10.6,23%,60 : 40,
2022,1001–1200,Universitas Pendidikan Indonesia,"34,766",22.8,1%,72 : 28,
2022,1001–1200,Polytechnic Institute of Porto,"18,428",16.4,7%,48 : 52,
2022,1001–1200,Pondicherry University,"7,080",21.1,1%,45 : 55,
2022,1001–1200,Pontifical Catholic University of Peru,"26,809",7.1,2%,46 : 54,
2022,1001–1200,Pontifical Catholic University of Valparaíso,"17,411",25.4,1%,42 : 58,
2022,1001–1200,Pontifícia Universidade Católica do Paraná,"13,324",14.9,1%,55 : 45,
2022,1001–1200,University of Primorska,"5,149",15.1,14%,77 : 23,
2022,1001–1200,Public University of Navarre,"7,498",11.4,8%,51 : 49,
2022,1001–1200,University of Puerto Rico,"49,505",12.0,0%,60 : 40,
2022,1001–1200,University of the Punjab,"27,907",23.7,0%,52 : 48,
2022,1001–1200,University Rey Juan Carlos,"44,197",21.9,8%,59 : 41,
2022,1001–1200,Riga Technical University,"10,515",32.5,18%,35 : 65,
2022,1001–1200,Rikkyo University,"19,946",15.5,5%,,
2022,1001–1200,Robert Gordon University,"8,900",18.7,23%,61 : 39,
2022,1001–1200,Rowan University,"17,576",17.5,3%,47 : 53,
2022,1001–1200,Université Saint-Joseph de Beyrouth,"7,985",8.3,8%,62 : 38,
2022,1001–1200,Saitama Medical University,"1,942",1.5,0%,49 : 51,
2022,1001–1200,San Jose State University,"29,960",28.3,11%,52 : 48,
2022,1001–1200,University of Sargodha,"21,249",26.5,0%,52 : 48,
2022,1001–1200,SASTRA University,"9,851",13.6,0%,44 : 56,
2022,1001–1200,Sechenov University,"16,076",7.7,21%,69 : 31,
2022,1001–1200,Semnan University,"14,606",14.6,1%,50 : 50,
2022,1001–1200,University of Seoul,"9,183",16.6,6%,,
2022,1001–1200,University of Seville,"49,826",16.9,11%,58 : 42,
2022,1001–1200,​Shahid Chamran University of Ahvaz,"13,079",21.7,3%,59 : 41,
2022,1001–1200,Shahrekord University,"6,954",20.2,0%,59 : 41,
2022,1001–1200,Shahrood University of Technology,"8,269",22.8,1%,42 : 58,
2022,1001–1200,Shanghai Maritime University,"22,774",15.8,3%,46 : 54,
2022,1001–1200,Shiga University of Medical Science,"1,155",3.1,3%,49 : 51,
2022,1001–1200,Siberian Federal University,"10,168",19.3,12%,35 : 65,
2022,1001–1200,University of Social Welfare and Rehabilitation Sciences,"1,732",11.0,2%,68 : 32,
2022,1001–1200,Sogang University,"9,652",23.5,14%,45 : 55,
2022,1001–1200,University of the South Pacific,"11,208",31.3,1%,57 : 43,
